human,mouse,type,unknown
ENSG00000124635,ENSMUSG00000018102,n:m,
ENSG00000124635,ENSMUSG00000068854,n:m,
ENSG00000124635,ENSMUSG00000105827,n:m,
ENSG00000196787,ENSMUSG00000078851,n:m,
ENSG00000196787,ENSMUSG00000071516,n:m,
ENSG00000196787,ENSMUSG00000063021,n:m,
ENSG00000196787,ENSMUSG00000069309,n:m,
ENSG00000196787,ENSMUSG00000094248,n:m,
ENSG00000196787,ENSMUSG00000094777,n:m,
ENSG00000196787,ENSMUSG00000069302,n:m,
ENSG00000196787,ENSMUSG00000069301,n:m,
ENSG00000196787,ENSMUSG00000061991,n:m,
ENSG00000196787,ENSMUSG00000069272,n:m,
ENSG00000196787,ENSMUSG00000071478,n:m,
ENSG00000196787,ENSMUSG00000069270,n:m,
ENSG00000196787,ENSMUSG00000061615,n:m,
ENSG00000196787,ENSMUSG00000060081,n:m,
ENSG00000196787,ENSMUSG00000063689,n:m,
ENSG00000196787,ENSMUSG00000068855,n:m,
ENSG00000196787,ENSMUSG00000063954,n:m,957733
ENSG00000196787,ENSMUSG00000064220,n:m,
ENSG00000196787,ENSMUSG00000060032,n:m,
ENSG00000196787,ENSMUSG00000049932,n:m,
ENSG00000276180,ENSMUSG00000067455,n:m,
ENSG00000276180,ENSMUSG00000064288,n:m,
ENSG00000276180,ENSMUSG00000069306,n:m,
ENSG00000276180,ENSMUSG00000069305,n:m,
ENSG00000276180,ENSMUSG00000060639,n:m,
ENSG00000276180,ENSMUSG00000060981,n:m,589003
ENSG00000276180,ENSMUSG00000069274,n:m,
ENSG00000276180,ENSMUSG00000061482,n:m,
ENSG00000276180,ENSMUSG00000060678,n:m,
ENSG00000276180,ENSMUSG00000069266,n:m,
ENSG00000276180,ENSMUSG00000060093,n:m,
ENSG00000276180,ENSMUSG00000091405,n:m,
ENSG00000276180,ENSMUSG00000096010,n:m,
ENSG00000197903,ENSMUSG00000094338,n:m,
ENSG00000197903,ENSMUSG00000114279,n:m,
ENSG00000197903,ENSMUSG00000095217,n:m,
ENSG00000197903,ENSMUSG00000069308,n:m,
ENSG00000197903,ENSMUSG00000069307,n:m,
ENSG00000197903,ENSMUSG00000069303,n:m,
ENSG00000197903,ENSMUSG00000062727,n:m,731229
ENSG00000197903,ENSMUSG00000069300,n:m,
ENSG00000197903,ENSMUSG00000114456,n:m,
ENSG00000197903,ENSMUSG00000058385,n:m,
ENSG00000197903,ENSMUSG00000069268,n:m,
ENSG00000197903,ENSMUSG00000047246,n:m,
ENSG00000197903,ENSMUSG00000018102,n:m,
ENSG00000197903,ENSMUSG00000068854,n:m,
ENSG00000197903,ENSMUSG00000105827,n:m,
ENSG00000274997,ENSMUSG00000078851,n:m,
ENSG00000274997,ENSMUSG00000071516,n:m,
ENSG00000274997,ENSMUSG00000063021,n:m,
ENSG00000274997,ENSMUSG00000069309,n:m,
ENSG00000274997,ENSMUSG00000094248,n:m,
ENSG00000274997,ENSMUSG00000094777,n:m,
ENSG00000274997,ENSMUSG00000069302,n:m,
ENSG00000274997,ENSMUSG00000069301,n:m,
ENSG00000274997,ENSMUSG00000061991,n:m,
ENSG00000274997,ENSMUSG00000069272,n:m,
ENSG00000274997,ENSMUSG00000071478,n:m,
ENSG00000274997,ENSMUSG00000069270,n:m,957751
ENSG00000274997,ENSMUSG00000061615,n:m,
ENSG00000274997,ENSMUSG00000060081,n:m,
ENSG00000274997,ENSMUSG00000063689,n:m,
ENSG00000274997,ENSMUSG00000068855,n:m,
ENSG00000274997,ENSMUSG00000063954,n:m,
ENSG00000274997,ENSMUSG00000064220,n:m,
ENSG00000274997,ENSMUSG00000060032,n:m,
ENSG00000274997,ENSMUSG00000049932,n:m,
ENSG00000112812,ENSMUSG00000006179,01:01,588922
ENSG00000158553,ENSMUSG00000016982,01:01,291690
ENSG00000124613,ENSMUSG00000028389,n:1,
ENSG00000096654,ENSMUSG00000006720,01:01,603357
ENSG00000185130,ENSMUSG00000094338,n:m,
ENSG00000185130,ENSMUSG00000114279,n:m,
ENSG00000185130,ENSMUSG00000095217,n:m,
ENSG00000185130,ENSMUSG00000069308,n:m,
ENSG00000185130,ENSMUSG00000069307,n:m,
ENSG00000185130,ENSMUSG00000069303,n:m,
ENSG00000185130,ENSMUSG00000062727,n:m,
ENSG00000185130,ENSMUSG00000069300,n:m,
ENSG00000185130,ENSMUSG00000114456,n:m,731238
ENSG00000185130,ENSMUSG00000058385,n:m,
ENSG00000185130,ENSMUSG00000069268,n:m,
ENSG00000185130,ENSMUSG00000047246,n:m,
ENSG00000185130,ENSMUSG00000018102,n:m,
ENSG00000185130,ENSMUSG00000068854,n:m,
ENSG00000185130,ENSMUSG00000105827,n:m,
ENSG00000196747,ENSMUSG00000078851,n:m,
ENSG00000196747,ENSMUSG00000071516,n:m,
ENSG00000196747,ENSMUSG00000063021,n:m,
ENSG00000196747,ENSMUSG00000069309,n:m,
ENSG00000196747,ENSMUSG00000094248,n:m,
ENSG00000196747,ENSMUSG00000094777,n:m,
ENSG00000196747,ENSMUSG00000069302,n:m,
ENSG00000196747,ENSMUSG00000069301,n:m,
ENSG00000196747,ENSMUSG00000061991,n:m,
ENSG00000196747,ENSMUSG00000069272,n:m,
ENSG00000196747,ENSMUSG00000071478,n:m,
ENSG00000196747,ENSMUSG00000069270,n:m,
ENSG00000196747,ENSMUSG00000061615,n:m,
ENSG00000196747,ENSMUSG00000060081,n:m,
ENSG00000196747,ENSMUSG00000063689,n:m,957735
ENSG00000196747,ENSMUSG00000068855,n:m,
ENSG00000196747,ENSMUSG00000063954,n:m,
ENSG00000196747,ENSMUSG00000064220,n:m,
ENSG00000196747,ENSMUSG00000060032,n:m,
ENSG00000196747,ENSMUSG00000049932,n:m,
ENSG00000278828,ENSMUSG00000101355,n:m,
ENSG00000278828,ENSMUSG00000101972,n:m,
ENSG00000278828,ENSMUSG00000099517,n:m,
ENSG00000278828,ENSMUSG00000100210,n:m,
ENSG00000278828,ENSMUSG00000069273,n:m,
ENSG00000278828,ENSMUSG00000099583,n:m,
ENSG00000278828,ENSMUSG00000069310,n:m,
ENSG00000278828,ENSMUSG00000069267,n:m,
ENSG00000278828,ENSMUSG00000069265,n:m,
ENSG00000278828,ENSMUSG00000081058,n:m,
ENSG00000278828,ENSMUSG00000093769,n:m,538867
ENSG00000278828,ENSMUSG00000074403,n:m,
ENSG00000276368,ENSMUSG00000078851,n:m,
ENSG00000276368,ENSMUSG00000071516,n:m,
ENSG00000276368,ENSMUSG00000063021,n:m,
ENSG00000276368,ENSMUSG00000069309,n:m,
ENSG00000276368,ENSMUSG00000094248,n:m,
ENSG00000276368,ENSMUSG00000094777,n:m,
ENSG00000276368,ENSMUSG00000069302,n:m,
ENSG00000276368,ENSMUSG00000069301,n:m,
ENSG00000276368,ENSMUSG00000061991,n:m,
ENSG00000276368,ENSMUSG00000069272,n:m,
ENSG00000276368,ENSMUSG00000071478,n:m,
ENSG00000276368,ENSMUSG00000069270,n:m,
ENSG00000276368,ENSMUSG00000061615,n:m,957753
ENSG00000276368,ENSMUSG00000060081,n:m,
ENSG00000276368,ENSMUSG00000063689,n:m,
ENSG00000276368,ENSMUSG00000068855,n:m,
ENSG00000276368,ENSMUSG00000063954,n:m,
ENSG00000276368,ENSMUSG00000064220,n:m,
ENSG00000276368,ENSMUSG00000060032,n:m,
ENSG00000276368,ENSMUSG00000049932,n:m,
ENSG00000273703,ENSMUSG00000075031,n:1,731237
ENSG00000197238,ENSMUSG00000067455,n:m,
ENSG00000197238,ENSMUSG00000064288,n:m,
ENSG00000197238,ENSMUSG00000069306,n:m,
ENSG00000197238,ENSMUSG00000069305,n:m,
ENSG00000197238,ENSMUSG00000060639,n:m,
ENSG00000197238,ENSMUSG00000060981,n:m,
ENSG00000197238,ENSMUSG00000069274,n:m,
ENSG00000197238,ENSMUSG00000061482,n:m,
ENSG00000197238,ENSMUSG00000060678,n:m,589006
ENSG00000197238,ENSMUSG00000069266,n:m,
ENSG00000197238,ENSMUSG00000060093,n:m,
ENSG00000197238,ENSMUSG00000091405,n:m,
ENSG00000197238,ENSMUSG00000096010,n:m,
ENSG00000273542,ENSMUSG00000067455,n:m,
ENSG00000273542,ENSMUSG00000064288,n:m,
ENSG00000273542,ENSMUSG00000069306,n:m,
ENSG00000273542,ENSMUSG00000069305,n:m,
ENSG00000273542,ENSMUSG00000060639,n:m,
ENSG00000273542,ENSMUSG00000060981,n:m,
ENSG00000273542,ENSMUSG00000069274,n:m,589004
ENSG00000273542,ENSMUSG00000061482,n:m,
ENSG00000273542,ENSMUSG00000060678,n:m,
ENSG00000273542,ENSMUSG00000069266,n:m,
ENSG00000273542,ENSMUSG00000060093,n:m,
ENSG00000273542,ENSMUSG00000091405,n:m,
ENSG00000273542,ENSMUSG00000096010,n:m,
ENSG00000233822,ENSMUSG00000094338,n:m,
ENSG00000233822,ENSMUSG00000114279,n:m,
ENSG00000233822,ENSMUSG00000095217,n:m,
ENSG00000233822,ENSMUSG00000069308,n:m,
ENSG00000233822,ENSMUSG00000069307,n:m,
ENSG00000233822,ENSMUSG00000069303,n:m,
ENSG00000233822,ENSMUSG00000062727,n:m,
ENSG00000233822,ENSMUSG00000069300,n:m,
ENSG00000233822,ENSMUSG00000114456,n:m,
ENSG00000233822,ENSMUSG00000058385,n:m,
ENSG00000233822,ENSMUSG00000069268,n:m,
ENSG00000233822,ENSMUSG00000047246,n:m,
ENSG00000233822,ENSMUSG00000018102,n:m,731223
ENSG00000233822,ENSMUSG00000068854,n:m,
ENSG00000233822,ENSMUSG00000105827,n:m,
ENSG00000275221,ENSMUSG00000078851,n:m,957736
ENSG00000275221,ENSMUSG00000071516,n:m,
ENSG00000275221,ENSMUSG00000063021,n:m,
ENSG00000275221,ENSMUSG00000069309,n:m,
ENSG00000275221,ENSMUSG00000094248,n:m,
ENSG00000275221,ENSMUSG00000094777,n:m,
ENSG00000275221,ENSMUSG00000069302,n:m,
ENSG00000275221,ENSMUSG00000069301,n:m,
ENSG00000275221,ENSMUSG00000061991,n:m,
ENSG00000275221,ENSMUSG00000069272,n:m,
ENSG00000275221,ENSMUSG00000071478,n:m,
ENSG00000275221,ENSMUSG00000069270,n:m,
ENSG00000275221,ENSMUSG00000061615,n:m,
ENSG00000275221,ENSMUSG00000060081,n:m,
ENSG00000275221,ENSMUSG00000063689,n:m,
ENSG00000275221,ENSMUSG00000068855,n:m,
ENSG00000275221,ENSMUSG00000063954,n:m,
ENSG00000275221,ENSMUSG00000064220,n:m,
ENSG00000275221,ENSMUSG00000060032,n:m,
ENSG00000275221,ENSMUSG00000049932,n:m,
ENSG00000276903,ENSMUSG00000078851,n:m,
ENSG00000276903,ENSMUSG00000071516,n:m,
ENSG00000276903,ENSMUSG00000063021,n:m,
ENSG00000276903,ENSMUSG00000069309,n:m,
ENSG00000276903,ENSMUSG00000094248,n:m,957741
ENSG00000276903,ENSMUSG00000094777,n:m,
ENSG00000276903,ENSMUSG00000069302,n:m,
ENSG00000276903,ENSMUSG00000069301,n:m,
ENSG00000276903,ENSMUSG00000061991,n:m,
ENSG00000276903,ENSMUSG00000069272,n:m,
ENSG00000276903,ENSMUSG00000071478,n:m,
ENSG00000276903,ENSMUSG00000069270,n:m,
ENSG00000276903,ENSMUSG00000061615,n:m,
ENSG00000276903,ENSMUSG00000060081,n:m,
ENSG00000276903,ENSMUSG00000063689,n:m,
ENSG00000276903,ENSMUSG00000068855,n:m,
ENSG00000276903,ENSMUSG00000063954,n:m,
ENSG00000276903,ENSMUSG00000064220,n:m,
ENSG00000276903,ENSMUSG00000060032,n:m,
ENSG00000276903,ENSMUSG00000049932,n:m,
ENSG00000184357,ENSMUSG00000058773,01:01,596377
ENSG00000275379,ENSMUSG00000101355,n:m,
ENSG00000275379,ENSMUSG00000101972,n:m,
ENSG00000275379,ENSMUSG00000099517,n:m,
ENSG00000275379,ENSMUSG00000100210,n:m,
ENSG00000275379,ENSMUSG00000069273,n:m,
ENSG00000275379,ENSMUSG00000099583,n:m,
ENSG00000275379,ENSMUSG00000069310,n:m,
ENSG00000275379,ENSMUSG00000069267,n:m,
ENSG00000275379,ENSMUSG00000069265,n:m,
ENSG00000275379,ENSMUSG00000081058,n:m,
ENSG00000275379,ENSMUSG00000093769,n:m,
ENSG00000275379,ENSMUSG00000074403,n:m,538866
ENSG00000275126,ENSMUSG00000067455,n:m,
ENSG00000275126,ENSMUSG00000064288,n:m,
ENSG00000275126,ENSMUSG00000069306,n:m,
ENSG00000275126,ENSMUSG00000069305,n:m,
ENSG00000275126,ENSMUSG00000060639,n:m,
ENSG00000275126,ENSMUSG00000060981,n:m,
ENSG00000275126,ENSMUSG00000069274,n:m,
ENSG00000275126,ENSMUSG00000061482,n:m,
ENSG00000275126,ENSMUSG00000060678,n:m,
ENSG00000275126,ENSMUSG00000069266,n:m,
ENSG00000275126,ENSMUSG00000060093,n:m,
ENSG00000275126,ENSMUSG00000091405,n:m,
ENSG00000275126,ENSMUSG00000096010,n:m,
ENSG00000197153,ENSMUSG00000101355,n:m,
ENSG00000197153,ENSMUSG00000101972,n:m,
ENSG00000197153,ENSMUSG00000099517,n:m,
ENSG00000197153,ENSMUSG00000100210,n:m,
ENSG00000197153,ENSMUSG00000069273,n:m,
ENSG00000197153,ENSMUSG00000099583,n:m,
ENSG00000197153,ENSMUSG00000069310,n:m,
ENSG00000197153,ENSMUSG00000069267,n:m,
ENSG00000197153,ENSMUSG00000069265,n:m,
ENSG00000197153,ENSMUSG00000081058,n:m,
ENSG00000197153,ENSMUSG00000093769,n:m,
ENSG00000197153,ENSMUSG00000074403,n:m,
ENSG00000278677,ENSMUSG00000078851,n:m,
ENSG00000278677,ENSMUSG00000071516,n:m,
ENSG00000278677,ENSMUSG00000063021,n:m,
ENSG00000278677,ENSMUSG00000069309,n:m,
ENSG00000278677,ENSMUSG00000094248,n:m,
ENSG00000278677,ENSMUSG00000094777,n:m,
ENSG00000278677,ENSMUSG00000069302,n:m,
ENSG00000278677,ENSMUSG00000069301,n:m,957746
ENSG00000278677,ENSMUSG00000061991,n:m,
ENSG00000278677,ENSMUSG00000069272,n:m,
ENSG00000278677,ENSMUSG00000071478,n:m,
ENSG00000278677,ENSMUSG00000069270,n:m,
ENSG00000278677,ENSMUSG00000061615,n:m,
ENSG00000278677,ENSMUSG00000060081,n:m,
ENSG00000278677,ENSMUSG00000063689,n:m,
ENSG00000278677,ENSMUSG00000068855,n:m,
ENSG00000278677,ENSMUSG00000063954,n:m,
ENSG00000278677,ENSMUSG00000064220,n:m,
ENSG00000278677,ENSMUSG00000060032,n:m,
ENSG00000278677,ENSMUSG00000049932,n:m,
ENSG00000274641,ENSMUSG00000094338,n:m,
ENSG00000274641,ENSMUSG00000114279,n:m,
ENSG00000274641,ENSMUSG00000095217,n:m,
ENSG00000274641,ENSMUSG00000069308,n:m,
ENSG00000274641,ENSMUSG00000069307,n:m,
ENSG00000274641,ENSMUSG00000069303,n:m,
ENSG00000274641,ENSMUSG00000062727,n:m,
ENSG00000274641,ENSMUSG00000069300,n:m,
ENSG00000274641,ENSMUSG00000114456,n:m,
ENSG00000274641,ENSMUSG00000058385,n:m,
ENSG00000274641,ENSMUSG00000069268,n:m,
ENSG00000274641,ENSMUSG00000047246,n:m,
ENSG00000274641,ENSMUSG00000018102,n:m,
ENSG00000274641,ENSMUSG00000068854,n:m,
ENSG00000274641,ENSMUSG00000105827,n:m,
ENSG00000168131,ENSMUSG00000108534,1:m,
ENSG00000168131,ENSMUSG00000108674,1:m,297183
ENSG00000124657,ENSMUSG00000036658,01:01,298183
ENSG00000198315,ENSMUSG00000063894,01:01,606860
ENSG00000187626,ENSMUSG00000054931,01:01,601367
ENSG00000197062,ENSMUSG00000022228,01:01,
ENSG00000189298,ENSMUSG00000021327,01:01,600585
ENSG00000158691,ENSMUSG00000036721,01:01,603100
ENSG00000198704,ENSMUSG00000004341,01:01,903975
ENSG00000204713,ENSMUSG00000021326,01:01,556162
ENSG00000204704,ENSMUSG00000060404,1:m,
ENSG00000204704,ENSMUSG00000071522,1:m,297462
ENSG00000204702,ENSMUSG00000054940,n:1,
ENSG00000204701,ENSMUSG00000054940,n:1,297972
ENSG00000204700,ENSMUSG00000054940,n:1,
ENSG00000204695,ENSMUSG00000050613,01:01,602064
ENSG00000243729,ENSMUSG00000090894,1:m,297608
ENSG00000243729,ENSMUSG00000090675,1:m,
ENSG00000112462,ENSMUSG00000029184,01:01,798212
ENSG00000280236,ENSMUSG00000092077,1:m,
ENSG00000280236,ENSMUSG00000091531,1:m,
ENSG00000280236,ENSMUSG00000049618,1:m,
ENSG00000251608,ENSMUSG00000110555,01:01,317562
ENSG00000204694,ENSMUSG00000064121,01:01,794180
ENSG00000206474,ENSMUSG00000049561,01:01,298333
ENSG00000204688,ENSMUSG00000095377,1:m,298391
ENSG00000204688,ENSMUSG00000091601,1:m,
ENSG00000213886,ENSMUSG00000035186,01:01,845633
ENSG00000204681,ENSMUSG00000024462,01:01,575588
ENSG00000204657,ENSMUSG00000056600,01:01,298226
ENSG00000204655,ENSMUSG00000076439,01:01,800443
ENSG00000204644,ENSMUSG00000036036,01:01,
ENSG00000204642,ENSMUSG00000073411,n:m,
ENSG00000204642,ENSMUSG00000091705,n:m,
ENSG00000204642,ENSMUSG00000035929,n:m,
ENSG00000204642,ENSMUSG00000060550,n:m,
ENSG00000204642,ENSMUSG00000067235,n:m,
ENSG00000204642,ENSMUSG00000067212,n:m,
ENSG00000204642,ENSMUSG00000073406,n:m,
ENSG00000204642,ENSMUSG00000092243,n:m,
ENSG00000204642,ENSMUSG00000016206,n:m,
ENSG00000204632,ENSMUSG00000073411,n:m,
ENSG00000204632,ENSMUSG00000091705,n:m,
ENSG00000204632,ENSMUSG00000035929,n:m,
ENSG00000204632,ENSMUSG00000060550,n:m,
ENSG00000204632,ENSMUSG00000067235,n:m,
ENSG00000204632,ENSMUSG00000067212,n:m,
ENSG00000204632,ENSMUSG00000073406,n:m,
ENSG00000204632,ENSMUSG00000092243,n:m,
ENSG00000204632,ENSMUSG00000016206,n:m,
ENSG00000206503,ENSMUSG00000073411,n:m,
ENSG00000206503,ENSMUSG00000091705,n:m,
ENSG00000206503,ENSMUSG00000035929,n:m,
ENSG00000206503,ENSMUSG00000060550,n:m,
ENSG00000206503,ENSMUSG00000067235,n:m,
ENSG00000206503,ENSMUSG00000067212,n:m,
ENSG00000206503,ENSMUSG00000073406,n:m,
ENSG00000206503,ENSMUSG00000092243,n:m,
ENSG00000206503,ENSMUSG00000016206,n:m,
ENSG00000066379,ENSMUSG00000036315,01:01,953238
ENSG00000204619,ENSMUSG00000036398,01:01,
ENSG00000204618,ENSMUSG00000036492,01:01,556185
ENSG00000204616,ENSMUSG00000058063,01:01,556195
ENSG00000204614,ENSMUSG00000073399,01:01,556176
ENSG00000204613,ENSMUSG00000073400,01:01,556168
ENSG00000204610,ENSMUSG00000050747,01:01,
ENSG00000234127,ENSMUSG00000024457,01:01,556189
ENSG00000204599,ENSMUSG00000045409,n:1,556149
ENSG00000248167,ENSMUSG00000045409,n:1,
ENSG00000241370,ENSMUSG00000024446,01:01,797976
ENSG00000204592,ENSMUSG00000073411,n:m,
ENSG00000204592,ENSMUSG00000091705,n:m,
ENSG00000204592,ENSMUSG00000035929,n:m,
ENSG00000204592,ENSMUSG00000060550,n:m,
ENSG00000204592,ENSMUSG00000067235,n:m,
ENSG00000204592,ENSMUSG00000067212,n:m,
ENSG00000204592,ENSMUSG00000073406,n:m,
ENSG00000204592,ENSMUSG00000092243,n:m,
ENSG00000204592,ENSMUSG00000016206,n:m,
ENSG00000204590,ENSMUSG00000024429,01:01,931761
ENSG00000204576,ENSMUSG00000038500,01:01,910992
ENSG00000204574,ENSMUSG00000038762,01:01,594054
ENSG00000204569,ENSMUSG00000039220,01:01,747815
ENSG00000204568,ENSMUSG00000024436,01:01,928186
ENSG00000137343,ENSMUSG00000024426,01:01,881728
ENSG00000204560,ENSMUSG00000024422,01:01,938764
ENSG00000146112,ENSMUSG00000034595,01:01,904813
ENSG00000137404,ENSMUSG00000059791,01:01,872511
ENSG00000137337,ENSMUSG00000061607,01:01,599251
ENSG00000196230,ENSMUSG00000001525,01:01,956357
ENSG00000137312,ENSMUSG00000059714,01:01,593807
ENSG00000137331,ENSMUSG00000003541,01:01,709711
ENSG00000213780,ENSMUSG00000001524,01:01,879803
ENSG00000137411,ENSMUSG00000038838,01:01,531131
ENSG00000196260,ENSMUSG00000090509,01:01,873788
ENSG00000261272,ENSMUSG00000090588,01:01,
ENSG00000204542,ENSMUSG00000039269,01:01,297501
ENSG00000204539,ENSMUSG00000039518,01:01,602321
ENSG00000204538,ENSMUSG00000024409,01:01,607307
ENSG00000204536,ENSMUSG00000040312,01:01,596247
ENSG00000137310,ENSMUSG00000050410,01:01,774070
ENSG00000204531,ENSMUSG00000024406,n:1,889086
ENSG00000204525,ENSMUSG00000073411,n:m,
ENSG00000204525,ENSMUSG00000091705,n:m,
ENSG00000204525,ENSMUSG00000035929,n:m,787732
ENSG00000204525,ENSMUSG00000060550,n:m,
ENSG00000204525,ENSMUSG00000067235,n:m,
ENSG00000204525,ENSMUSG00000067212,n:m,
ENSG00000204525,ENSMUSG00000073406,n:m,
ENSG00000204525,ENSMUSG00000092243,n:m,
ENSG00000204525,ENSMUSG00000016206,n:m,
ENSG00000234745,ENSMUSG00000073411,n:m,
ENSG00000234745,ENSMUSG00000091705,n:m,787710
ENSG00000234745,ENSMUSG00000035929,n:m,
ENSG00000234745,ENSMUSG00000060550,n:m,
ENSG00000234745,ENSMUSG00000067235,n:m,
ENSG00000234745,ENSMUSG00000067212,n:m,
ENSG00000234745,ENSMUSG00000073406,n:m,
ENSG00000234745,ENSMUSG00000092243,n:m,
ENSG00000234745,ENSMUSG00000016206,n:m,
ENSG00000198563,ENSMUSG00000019432,01:01,593829
ENSG00000213760,ENSMUSG00000024403,01:01,850772
ENSG00000204498,ENSMUSG00000042419,01:01,597171
ENSG00000226979,ENSMUSG00000024402,01:01,
ENSG00000232810,ENSMUSG00000024401,01:01,887459
ENSG00000227507,ENSMUSG00000024399,01:01,885659
ENSG00000204482,ENSMUSG00000073412,01:01,285499
ENSG00000204472,ENSMUSG00000024397,01:01,932495
ENSG00000204469,ENSMUSG00000024393,01:01,595915
ENSG00000204463,ENSMUSG00000024392,01:01,940580
ENSG00000204444,ENSMUSG00000024391,01:01,911482
ENSG00000204439,ENSMUSG00000043311,01:01,339832
ENSG00000204438,ENSMUSG00000092417,01:01,947229
ENSG00000204435,ENSMUSG00000024387,n:1,
ENSG00000263020,ENSMUSG00000024387,n:1,538642
ENSG00000204428,ENSMUSG00000034482,01:01,886997
ENSG00000204427,ENSMUSG00000007036,01:01,937545
ENSG00000204424,ENSMUSG00000034923,n:1,
ENSG00000250641,ENSMUSG00000034923,n:1,850895
ENSG00000255552,ENSMUSG00000013766,01:01,872430
ENSG00000204420,ENSMUSG00000073414,01:01,900094
ENSG00000204421,ENSMUSG00000092586,01:01,866989
ENSG00000213722,ENSMUSG00000007039,01:01,871286
ENSG00000213719,ENSMUSG00000007041,01:01,927041
ENSG00000255152,ENSMUSG00000007035,01:01,959212
ENSG00000228727,ENSMUSG00000036185,01:01,889527
ENSG00000204396,ENSMUSG00000007030,01:01,826568
ENSG00000204394,ENSMUSG00000007029,01:01,531126
ENSG00000204392,ENSMUSG00000007050,01:01,861473
ENSG00000204390,ENSMUSG00000007033,01:01,595378
ENSG00000204389,ENSMUSG00000090877,n:m,
ENSG00000204389,ENSMUSG00000091971,n:m,596502
ENSG00000204388,ENSMUSG00000090877,n:m,
ENSG00000204388,ENSMUSG00000091971,n:m,
ENSG00000204386,ENSMUSG00000007038,01:01,872949
ENSG00000204385,ENSMUSG00000007034,01:01,851274
ENSG00000166278,ENSMUSG00000024371,01:01,883206
ENSG00000204366,ENSMUSG00000049823,01:01,293829
ENSG00000244255,ENSMUSG00000092511,01:01,291646
ENSG00000204356,ENSMUSG00000024369,01:01,939646
ENSG00000204351,ENSMUSG00000040356,01:01,937634
ENSG00000204348,ENSMUSG00000040482,01:01,836308
ENSG00000204344,ENSMUSG00000061207,01:01,818210
ENSG00000244731,ENSMUSG00000073418,n:1,817712
ENSG00000224389,ENSMUSG00000073418,n:1,
ENSG00000231852,ENSMUSG00000024365,01:01,
ENSG00000168477,ENSMUSG00000033327,01:01,602039
ENSG00000213676,ENSMUSG00000015461,01:01,943817
ENSG00000204315,ENSMUSG00000033739,01:01,604121
ENSG00000204314,ENSMUSG00000015476,01:01,603591
ENSG00000221988,ENSMUSG00000015474,n:1,929172
ENSG00000258388,ENSMUSG00000015474,n:1,
ENSG00000241404,ENSMUSG00000015467,01:01,854240
ENSG00000204310,ENSMUSG00000034254,01:01,593788
ENSG00000204308,ENSMUSG00000015478,01:01,541614
ENSG00000204305,ENSMUSG00000015452,01:01,601283
ENSG00000204304,ENSMUSG00000034673,01:01,941957
ENSG00000213654,ENSMUSG00000034786,01:01,870736
ENSG00000204290,ENSMUSG00000024340,01:01,824498
ENSG00000198502,ENSMUSG00000060586,n:1,
ENSG00000196126,ENSMUSG00000060586,n:1,787691
ENSG00000196735,ENSMUSG00000036594,n:1,
ENSG00000179344,ENSMUSG00000073421,01:01,
ENSG00000237541,ENSMUSG00000036594,n:1,878855
ENSG00000241106,ENSMUSG00000041538,01:01,787698
ENSG00000250264,ENSMUSG00000024339,01:01,593820
ENSG00000204264,ENSMUSG00000024338,01:01,953673
ENSG00000240065,ENSMUSG00000096727,01:01,953671
ENSG00000168394,ENSMUSG00000037321,01:01,594417
ENSG00000242574,ENSMUSG00000037548,1:m,300192
ENSG00000242574,ENSMUSG00000079547,1:m,
ENSG00000204257,ENSMUSG00000037649,01:01,846839
ENSG00000204256,ENSMUSG00000024335,01:01,596491
ENSG00000204252,ENSMUSG00000024334,01:01,878857
ENSG00000204248,ENSMUSG00000024330,01:01,598940
ENSG00000204231,ENSMUSG00000039656,01:01,841285
ENSG00000112473,ENSMUSG00000024327,01:01,593903
ENSG00000204228,ENSMUSG00000073422,01:01,566469
ENSG00000204227,ENSMUSG00000024325,01:01,540061
ENSG00000223501,ENSMUSG00000024319,01:01,948948
ENSG00000231500,ENSMUSG00000113061,1:m,
ENSG00000231500,ENSMUSG00000069117,1:m,
ENSG00000231500,ENSMUSG00000008668,1:m,911355
ENSG00000235863,ENSMUSG00000067370,01:01,543476
ENSG00000227057,ENSMUSG00000024312,01:01,955030
ENSG00000204220,ENSMUSG00000024309,01:01,945114
ENSG00000237441,ENSMUSG00000041354,01:01,943059
ENSG00000231925,ENSMUSG00000024308,01:01,947424
ENSG00000236104,ENSMUSG00000051390,01:01,596604
ENSG00000204209,ENSMUSG00000002307,01:01,854645
ENSG00000237649,ENSMUSG00000024301,1:m,595543
ENSG00000237649,ENSMUSG00000079553,1:m,
ENSG00000112511,ENSMUSG00000024193,01:01,837915
ENSG00000112514,ENSMUSG00000024194,01:01,945939
ENSG00000197283,ENSMUSG00000067629,01:01,891331
ENSG00000213588,ENSMUSG00000079605,01:01,606055
ENSG00000030110,ENSMUSG00000057789,01:01,942267
ENSG00000096433,ENSMUSG00000042644,01:01,598941
ENSG00000137288,ENSMUSG00000024208,01:01,892363
ENSG00000161896,ENSMUSG00000024210,01:01,854056
ENSG00000161904,ENSMUSG00000044857,01:01,800429
ENSG00000124493,ENSMUSG00000063239,01:01,575585
ENSG00000137309,ENSMUSG00000078249,1:m,865474
ENSG00000137309,ENSMUSG00000046711,1:m,
ENSG00000186577,ENSMUSG00000062753,01:01,912726
ENSG00000272325,ENSMUSG00000024213,01:01,882054
ENSG00000124614,ENSMUSG00000052146,01:01,951793
ENSG00000124507,ENSMUSG00000040276,01:01,595409
